anzsco_code,occupation_title,skill_level,mltssl,stsol,rol,csol,assessing_authority,validity_years,additional_info,alternate_titles
232111,Architect,1,Yes,No,No,No,AACA,,,Conservation or Heritage Architect
232112,Landscape Architect,1,Yes,No,No,No,VETASSESS,,,
232212,Surveyor,1,Yes,No,No,No,SSSI,,,"Cadastral Surveyor, Engineering Surveyor, Geodetic Surveyor, Hydrographic Surveyor, Mine Surveyor, Photogrammetric Surveyor"
232213,Cartographer,1,Yes,No,No,No,VETASSESS,,,
232214,Other Spatial Scientist,1,Yes,No,No,No,VETASSESS,,,Geographic Information Systems Manager
233111,Chemical Engineer,1,Yes,No,No,No,Engineers Australia,,,
233112,Materials Engineer,1,Yes,No,No,No,Engineers Australia,,,
233211,Civil Engineer,1,Yes,No,No,No,Engineers Australia,,,"Airfield Engineer Officer (Air Force), Hydraulics Engineer"
233212,Geotechnical Engineer,1,Yes,No,No,No,Engineers Australia,,,
233213,Quantity Surveyor,1,Yes,No,No,No,AIQS,,,"Building Economist, Construction Economist"
233214,Structural Engineer,1,Yes,No,No,No,Engineers Australia,,,
233215,Transport Engineer,1,Yes,No,No,No,Engineers Australia,,,Roading Engineer
233311,Electrical Engineer,1,Yes,No,No,No,Engineers Australia,,,"Electrical Design Engineer, Railway Signalling Engineer, Signalling and Communications Engineer"
233411,Electronics Engineer,1,Yes,No,No,No,Engineers Australia,,,Communications Engineer (Army)
233511,Industrial Engineer,1,Yes,No,No,No,Engineers Australia,,,Process Engineer (Industrial)
233512,Mechanical Engineer,1,Yes,No,No,No,Engineers Australia,,,"Airconditioning Engineer, Building Services Engineer, Heating and Ventilation Engineer"
233513,Production Or Plant Engineer,1,Yes,No,No,No,Engineers Australia,,,Automation and Control Engineer
233611,Mining Engineer (Excluding,1,Yes,No,No,No,Engineers Australia,,,Process Engineer (Mining)
233612,Petroleum Engineer,1,Yes,No,No,No,Engineers Australia,,,"Mud Engineer, Petrophysical Engineer"
233911,Aeronautical Engineer,1,Yes,No,No,No,Engineers Australia,,,"Aeronautical Engineering Officer (Navy), Aerospace Engineer, Aerospace Engineer Officer - Aeronautical (Air Force), Aerospace Engineer Officer - Armament (Air Force), Aerospace Engineer Officer - Electronics (Air Force), Avionics Systems Engineer, Weapons Aeronautical Engineering Officer (Navy)"
233912,Agricultural Engineer,1,Yes,No,No,No,Engineers Australia,,,Natural Resources Engineer
233913,Biomedical Engineer,1,Yes,No,No,No,Engineers Australia,,,"Bioengineer, Clinical Engineer, Medical Engineer"
233914,Engineering Technologist,1,Yes,No,No,No,Engineers Australia,,,"Aeronautical Engineering Technologist, Agricultural Engineering Technologist, Biomedical Engineering Technologist, Chemical Engineering Technologist, Industrial Engineering Technologist, Mining Engineering Technologist"
233915,Environmental Engineer,1,Yes,No,No,No,Engineers Australia,,,
233916,Naval Architect,1,Yes,No,No,No,Engineers Australia,,,
233999,Engineering Professionals (Nec),1,Yes,No,No,No,Engineers Australia,,,
234111,Agricultural Consultant,1,Yes,No,No,No,VETASSESS,,,"Agricultural Adviser, Agricultural Extension Officer, Landcare Officer"
234112,Agricultural Scientist,1,Yes,No,No,No,VETASSESS,,,Agronomist
234113,Forester,1,Yes,No,No,No,VETASSESS,,,"Forestry Adviser, Forestry Consultant"
234211,Chemist,1,Yes,No,No,No,VETASSESS,,,"Analytical Chemist, Industrial Chemist"
234212,Food Technologist,1,Yes,No,No,No,VETASSESS,,,Food Scientist
234312,Environmental Consultant,1,Yes,No,No,No,VETASSESS,,,"Environmental Adviser, Environmental Auditor, Environmental Officer"
234313,Environmental Research Scientist,1,Yes,No,No,No,VETASSESS,,,"Environmental Scientist, Air Pollution Analyst, Ecologist, Land Degradation Analyst, Water Quality Analyst"
234399,Environmental Scientist (Nec),1,Yes,No,No,No,VETASSESS,,,
234412,Geophysicist,1,Yes,No,No,No,VETASSESS,,,"Oceanographer, Seismologist"
234413,Hydrogeologist,1,Yes,No,No,No,VETASSESS,,,
234511,Life Scientist (General),1,Yes,No,No,No,VETASSESS,,,Biologist (General)
234513,Biochemist,1,Yes,No,No,No,VETASSESS,,,"Enzyme Chemist, Protein Chemist"
234514,Biotechnologist,1,Yes,No,No,No,VETASSESS,,,"Cell Geneticist, Molecular Biologist, Molecular Geneticist"
234515,Botanist,1,Yes,No,No,No,VETASSESS,,,"Plant Pathologist, Plant Physiologist, Plant Taxonomist"
234516,Marine Biologist,1,Yes,No,No,No,VETASSESS,,,
234517,Microbiologist,1,Yes,No,No,No,VETASSESS,,,Bacteriologist (Non-medical)
234518,Zoologist,1,Yes,No,No,No,VETASSESS,,,"Entomologist, Mammalogist, Ornithologist"
234599,Life Scientists (Nec),1,Yes,No,No,No,VETASSESS,,,
234611,Medical Laboratory Scientist,1,Yes,No,No,No,AIMS,,,"Hospital Scientist, Medical Scientific Officer, IVF Embryologist"
234711,Veterinarian,1,Yes,No,No,No,AVBC,,,"Veterinary Surgeon, Veterinary Parasitologist, Veterinary Pathologist"
234911,Conservator,1,Yes,No,No,No,VETASSESS,,,Art Conservator
234912,Metallurgist,1,Yes,No,No,No,VETASSESS,,,"Hydrometallurgical Engineer, Metallographer, Pyrometallurgical Engineer, Radiological Metallurgist"
234913,Meteorologist,1,Yes,No,No,No,VETASSESS,,,"Climatologist, Weather Forecaster"
234914,Physicist,1,Yes,No,No,No,VETASSESS/ACPSEM,,,"Astronomer, Medical Physicist"
234999,Natural And Physical Science,1,Yes,No,No,No,VETASSESS,,,
241111,Early Childhood (Pre-Primary School),1,Yes,No,No,No,AITSL,,,"Kindergarten Teacher, Preschool Director"
241411,Secondary School Teacher,1,Yes,No,No,No,AITSL,,,"Kaiako Kura Tuarua, Secondary School Teacher-Librarian"
241511,Special Needs Teacher,1,Yes,No,No,No,AITSL,,,"Behaviour Support Teacher, Remedial Teacher, Teacher of Gifted Students"
241512,Teacher Of The Hearing Impaired,1,Yes,No,No,No,AITSL,,,
241513,Teacher Of The Sight Impaired,1,Yes,No,No,No,AITSL,,,
241599,Special Education Teachers (Nec),1,Yes,No,No,No,AITSL,,,
242111,University Lecturer,1,Yes,No,No,No,VETASSESS,,,
251211,Medical Diagnostic Radiographer,1,Yes,No,No,No,ASMIRT,,,"Medical Imaging Technologist, Magnetic Resonance Technologist"
251212,Medical Radiation Therapist,1,Yes,No,No,No,ASMIRT,,,
251213,Nuclear Medicine Technologist,1,Yes,No,No,No,ANZSNM,,,
251214,Sonographer,1,Yes,No,No,No,ASMIRT,,,Ultrasonographer
251411,Optometrist,1,Yes,No,No,No,OCANZ Migration (LIN 19/051: Specification of Occupations and Assessing Authorities) 7 Authorised Version F2019L00278 registered 10/03/2019 Part 2 Specification of occupations and assessing authorities Occupation ANZSCO Assessing authority,,,
251912,Orthotist Or Prosthetist,1,Yes,No,No,No,AOPA,,,
252111,Chiropractor,1,Yes,No,No,No,CCEA,,,
252112,Osteopath,1,Yes,No,No,No,AOAC,,,
252411,Occupational Therapist,1,Yes,No,No,No,OTC,,,
252511,Physiotherapist,1,Yes,No,No,No,APC,,,"Physical Therapist, Aquatic Physiotherapist, Cardiothoracic Physiotherapist, Continence and Women's Health Physiotherapist, Gerentological Physiotherapist, Maori Physiotherapist, Musculoskeletal Physiotherapist, Neurological Physiotherapist, Occupational Health Physiotherapist, Paediatric Physiotherapist, Sports Physiotherapist"
252611,Podiatrist,1,Yes,No,No,No,ANZPAC,,,Podiatric Surgeon
252711,Audiologist,1,Yes,No,No,No,VETASSESS,,,
252712,Speech Pathologist,1,Yes,No,No,No,SPA,,,Speech Therapist
253111,General Practitioner,1,Yes,No,No,No,MedBA,,,"General Medical Practitioner, Medical Officer (Navy)"
253311,Specialist Physician (General,1,Yes,No,No,No,MedBA,,,
253312,Cardiologist,1,Yes,No,No,No,MedBA,,,
253313,Clinical Haematologist,1,Yes,No,No,No,MedBA,,,
253314,Medical Oncologist,1,Yes,No,No,No,MedBA,,,Medical Oncology Physician
253315,Endocrinologist,1,Yes,No,No,No,MedBA,,,Diabetologist
253316,Gastroenterologist,1,Yes,No,No,No,MedBA,,,
253317,Intensive Care Specialist,1,Yes,No,No,No,MedBA,,,"Intensive Care Medicine Specialist, Intensivist"
253318,Neurologist,1,Yes,No,No,No,MedBA,,,
253321,Paediatrician,1,Yes,No,No,No,MedBA,,,"Neonatologist, Paediatric Thoracic Physician"
253322,Renal Medicine Specialist,1,Yes,No,No,No,MedBA,,,"Nephrologist, Renal Medicine Physician"
253323,Rheumatologist,1,Yes,No,No,No,MedBA,,,
253324,Thoracic Medicine Specialist,1,Yes,No,No,No,MedBA,,,"Respiratory Medicine Physician, Thoracic Medicine Physician, Pulmonary Specialist, Respiratory Physician"
253399,Specialist Physicians (Nec),1,Yes,No,No,No,MedBA,,,
253411,Psychiatrist,1,Yes,No,No,No,MedBA,,,"Adolescent Psychiatrist, Child and Adolescent Psychiatrist, Child Psychiatrist, Forensic Psychiatrist, Geriatric Psychiatrist, Medical Psychotherapist"
253511,Surgeon (General),1,Yes,No,No,No,MedBA,,,
253512,Cardiothoracic Surgeon,1,Yes,No,No,No,MedBA,,,
253513,Neurosurgeon,1,Yes,No,No,No,MedBA,,,
253514,Orthopaedic Surgeon,1,Yes,No,No,No,MedBA,,,
253515,Otorhinolaryngologist,1,Yes,No,No,No,MedBA,,,"Ear, Nose and Throat Specialist, Head and Neck Surgeon, Laryngologist, Otologist, Rhinologist"
253516,Paediatric Surgeon,1,Yes,No,No,No,MedBA,,,
253517,Plastic And Reconstructive Surgeon,1,Yes,No,No,No,MedBA,,,
253518,Urologist,1,Yes,No,No,No,MedBA,,,
253521,Vascular Surgeon,1,Yes,No,No,No,MedBA,,,
253911,Dermatologist,1,Yes,No,No,No,MedBA,,,
253912,Emergency Medicine Specialist,1,Yes,No,No,No,MedBA,,,Emergency Physician
253913,Obstetrician And Gynaecologist,1,Yes,No,No,No,MedBA,,,"Gynaecological Oncologist, Reproductive Endocrinologist, Urogynaecologist"
253914,Ophthalmologist,1,Yes,No,No,No,MedBA,,,"Eye Specialist, Eye Surgeon"
253915,Pathologist,1,Yes,No,No,No,MedBA,,,"Clinical Cytopathologist, Forensic Pathologist, Immunologist"
253917,Diagnostic And Interventional,1,Yes,No,No,No,MedBA,,,Medical Imaging Specialist
253918,Radiation Oncologist,1,Yes,No,No,No,MedBA,,,
253999,Medical Practitioners (Nec),1,Yes,No,No,No,MedBA,,,
254111,Midwife,1,Yes,No,No,No,ANMAC,,,"Certified Midwife, Registered Midwife, Community Midwife, Midwife Practitioner"
254411,Nurse Practitioner,1,Yes,No,No,No,ANMAC,,,
254412,Registered Nurse (Aged Care),1,Yes,No,No,No,ANMAC,,,Registered Nurse (Gerontology)
254413,Registered Nurse (Child And Family,1,Yes,No,No,No,ANMAC,,,Plunket Nurse
254414,Registered Nurse (Community Health),1,Yes,No,No,No,ANMAC,,,"Registered Nurse (Health Education and Promotion), Registered Nurse (Public Health), Registered Nurse (School Nurse)"
254415,Registered Nurse (Critical Care And,1,Yes,No,No,No,ANMAC,,,"Registered Nurse (Acute Care), Registered Nurse (Emergency/Trauma), Registered Nurse (High Dependency), Registered Nurse (Neonatal Intensive Care), Registered Nurse (Paediatric Intensive Care)"
254416,Registered Nurse (Developmental,1,Yes,No,No,No,ANMAC,,,Mental Retardation Nurse
254417,Registered Nurse (Disability And,1,Yes,No,No,No,ANMAC,,,Registered Nurse (Rehabilitation)
254418,Registered Nurse (Medical),1,Yes,No,No,No,ANMAC,,,
254421,Registered Nurse (Medical Practice),1,Yes,No,No,No,ANMAC,,,"Practice Nurse, Primary Health Care Nurse"
254422,Registered Nurse (Mental Health),1,Yes,No,No,No,ANMAC,,,"Psychiatric Nurse, Psychopaedic Nurse, Registered Nurse (Child and Adolescence Mental Health), Registered Nurse (Drug and Alcohol), Registered Nurse (Psychiatric Rehabilitation), Registered Nurse (Psychogeriatric Care)"
254423,Registered Nurse (Perioperative),1,Yes,No,No,No,ANMAC,,,"Operating Room Nurse, Registered Nurse (Anaesthetic), Registered Nurse (Operating Room), Registered Nurse (Recovery)"
254424,Registered Nurse (Surgical),1,Yes,No,No,No,ANMAC,,,
254425,Registered Nurse (Paediatrics),1,Yes,No,No,No,ANMAC,,,
254499,Registered Nurses (Nec),1,Yes,No,No,No,ANMAC,,,
261111,Ict Business Analyst,1,Yes,No,No,No,ACS,,,"BA (ICT), Business Consultant (ICT), Business Systems Analyst"
261112,Systems Analyst,1,Yes,No,No,No,ACS,,,
261211,Multimedia Specialist,1,Yes,No,No,No,ACS,,,"Electronic Game Developer, Multimedia Developer, Multimedia Programmer"
261311,Analyst Programmer,1,Yes,No,No,No,ACS,,,Programmer Analyst
261312,Developer Programmer,1,Yes,No,No,No,ACS,,,"Applications Developer, ICT Developer, ICT Programmer, Communications Programmer (Systems), Database Developer, Database Programmer (Systems), Network Programmer, Software Developer, Software Programmer"
261313,Software Engineer,1,Yes,No,No,No,ACS,,,"Software Architect, Software Designer, Computer Applications Engineer, Database Designer, Systems Architect"
261399,Software And Applications,1,Yes,No,No,No,ACS,,,
262112,Ict Security Specialist,1,Yes,No,No,No,ACS,,,"Security Administrator, Information Technology Security Manager"
263111,Computer Network And Systems,1,Yes,No,No,No,ACS,,,"Computer Network Engineer, Computer Systems Integrator"
263311,Telecommunications Engineer,1,Yes,No,No,No,Engineers Australia,,,Signals Officer (Army)
263312,Telecommunications Network,1,Yes,No,No,No,Engineers Australia,,,"Communications Consultant, Communications Specialist (ICT), Telecommunications Consultant, Telecommunications Specialist"
271111,Barrister,1,Yes,No,No,No,"a legal admissions authority of a State, Territory",,"482/186 only, 407 only","Queen's Counsel, Senior Counsel"
271311,Solicitor,1,Yes,No,No,No,"a legal admissions authority of a State Migration (LIN 19/051: Specification of Occupations and Assessing Authorities) 9 Authorised Version F2019L00278 registered 10/03/2019 Part 2 Specification of occupations and assessing authorities Occupation ANZSCO Assessing authority, Territory",,"18 months of legal practice required; No adverse criminal or immigration history | 482/186 - 16 - 18 month practice, 482/186 - 17 - no criminal/immigration, 482/186 - 24 - salary Aus Lawyer",
272311,Clinical Psychologist,1,Yes,No,No,No,APS,,,"Forensic Psychologist, Health Psychologist, Neuropsychologist"
272312,Educational Psychologist,1,Yes,No,No,No,APS,,,
272313,Organisational Psychologist,1,Yes,No,No,No,APS,,,"Industrial Psychologist, Occupational Psychologist"
272399,Psychologists (Nec),1,Yes,No,No,No,APS,,,
272511,Social Worker,1,Yes,No,No,No,AASW,,,Whanau Support Worker
312211,Civil Engineering Draftsperson,2,Yes,No,No,No,"Engineers Australia;, VETASSESS",,"Regional Australia employment required | 482 - 10 - regional Australia, ROL","Civil Engineering Design Draftsperson, Plumbing Engineering Draftsperson, Road Design Draftsperson, Sewage Reticulation Drafting Officer, Structural Engineering Drafting Officer"
312212,Civil Engineering Technician,2,Yes,No,No,No,VETASSESS,,"Regional Australia employment required | 482 - 10 - regional Australia, ROL","Civil Engineering Assistant, Civil Laboratory Technician, Geotechnical Laboratory Technician"
312311,Electrical Engineering Draftsperson,2,Yes,No,No,No,Engineers Australia,,"Regional Australia employment required | 482 - 10 - regional Australia, ROL","Electrical Engineering Design Draftsperson, Electrical Engineering Detail Draftsperson, Electrical Engineering Drafting Officer, Relays Draftsperson, Substation Design Draftsperson"
312312,Electrical Engineering Technician,2,Yes,No,No,No,TRA,,"Regional Australia employment required | 482 - 10 - regional Australia, ROL","Electrical Engineering Technical Officer, Electrical Engineering Laboratory Technician, Electrical Instrument Technician"
313211,Radio Communications Technician,2,Yes,No,No,No,TRA,,"Regional Australia employment required | 482 - 10 - regional Australia, ROL",
313212,Telecommunications Field Engineer,2,Yes,No,No,No,Engineers Australia,,,
313213,Telecommunications Network Planner,2,Yes,No,No,No,Engineers Australia,,,
313214,Telecommunications Technical Officer,2,Yes,No,No,No,"Engineers Australia, technologist",,,
321111,Automotive Electrician,2,Yes,No,No,No,TRA,,"Regional Australia employment required | 482 - 10 - regional Australia, ROL",Automotive Electrical Fitter
321211,Motor Mechanic (General),2,Yes,No,No,No,TRA,,"Regional Australia employment required | 482 - 10 - regional Australia, ROL","Automotive Light Mechanic, Automatic Transmission Mechanic, Automotive Airconditioning Mechanic, Brake Mechanic, Ground Support Equipment Fitter (Air Force), Roadside Mechanic, Vehicle Mechanic (Army)"
321212,Diesel Motor Mechanic,2,Yes,No,No,No,TRA,,"Regional Australia employment required | 482 - 10 - regional Australia, ROL",Automotive Heavy Mechanic
321213,Motorcycle Mechanic,2,Yes,No,No,No,TRA,,"Regional Australia employment required | 482 - 10 - regional Australia, ROL",
321214,Small Engine Mechanic,2,Yes,No,No,No,TRA,,"Regional Australia employment required | 482 - 10 - regional Australia, ROL","Chainsaw Mechanic, Lawnmower Mechanic, Outboard Motor Mechanic"
322211,Sheetmetal Trades Worker,2,Yes,No,No,No,TRA,,"Regional Australia employment required | 482 - 10 - regional Australia, ROL","Metal Spinner, Sheetmetal Patternmaker"
322311,Metal Fabricator,2,Yes,No,No,No,TRA,,"Regional Australia employment required | 482 - 10 - regional Australia, ROL","Boilermaker-Welder, Brass Finisher, Metal Fabricator-Welder, Metal Template Maker, Structural Steel Trades Worker"
322312,Pressure Welder,2,Yes,No,No,No,TRA,,,
322313,Welder (First Class),2,Yes,No,No,No,TRA,,"Regional Australia employment required | 482 - 10 - regional Australia, ROL",Special Class Welder
323211,Fitter (General),2,Yes,No,No,No,TRA,,"Regional Australia employment required | 482 - 10 - regional Australia, ROL","Computer Numeric Control Setter, Diesel Fitter-Mechanic, Fitter-Machinist, Fitter-Mechanic, Maintenance Fitter, Mechanic (Diesel and Heavy Earthmoving Equipment), Plant Mechanic"
323212,Fitter And Turner,2,Yes,No,No,No,TRA,,"Regional Australia employment required | 482 - 10 - regional Australia, ROL",Fitter Armament (Army)
323213,Fitter-Welder,2,Yes,No,No,No,TRA,,"Regional Australia employment required | 482 - 10 - regional Australia, ROL",
323214,Metal Machinist (First Class),2,Yes,No,No,No,TRA,,"Regional Australia employment required | 482 - 10 - regional Australia, ROL","Aircraft Machinist, Automotive Machinist, Metal Machine Setter, Metal Turner, Milling Machinist, Vertical Borer"
323313,Locksmith,2,Yes,No,No,No,TRA,,"Regional Australia employment required | 482 - 10 - regional Australia, ROL",Safemaker
324111,Panelbeater,2,Yes,No,No,No,TRA,,"Regional Australia employment required | 482 - 10 - regional Australia, ROL",Collision Repairer
331111,Bricklayer,3,Yes,No,No,No,TRA,,"Regional Australia employment required | 482 - 10 - regional Australia, ROL","Blocklayer, Chimney Builder, Refractory Bricklayer, Retort Setter (Bricklaying), Tuckpointer"
331112,Stonemason,3,Yes,No,No,No,TRA,,"Regional Australia employment required | 482 - 10 - regional Australia, ROL","Construction Stonemason, Monumental Stonemason"
331211,Carpenter And Joiner,3,Yes,No,No,No,TRA,,"Regional Australia employment required | 482 - 10 - regional Australia, ROL",Shopfitter
331212,Carpenter,3,Yes,No,No,No,TRA,,"Regional Australia employment required | 482 - 10 - regional Australia, ROL","Fixing Carpenter, Formwork Carpenter, Prop and Scenery Maker"
331213,Joiner,3,Yes,No,No,No,TRA,,"Regional Australia employment required | 482 - 10 - regional Australia, ROL","Joinery Machinist, Joinery Patternmaker, Joinery Setter-out"
332211,Painting Trades Worker,3,Yes,No,No,No,TRA,,,Paperhanger
333111,Glazier,3,Yes,No,No,No,TRA,,"Regional Australia employment required | 482 - 10 - regional Australia, ROL","Glass Beveller, Glass Embosser, Glass Etcher, Glass Silverer"
333211,Fibrous Plasterer,3,Yes,No,No,No,TRA,,"Regional Australia employment required | 482 - 10 - regional Australia, ROL",Dry Wall Plasterer
333212,Solid Plasterer,3,Yes,No,No,No,TRA,,"Regional Australia employment required | 482 - 10 - regional Australia, ROL",
333411,Wall And Floor Tiler,3,Yes,No,No,No,TRA,,"Regional Australia employment required | 482 - 10 - regional Australia, ROL","Ceramic Tiler, Mosaic Tiler"
334111,Plumber (General),3,Yes,No,No,No,TRA,,"Regional Australia employment required | 482 - 10 - regional Australia, ROL","Fire Services Plumber, Sanitary Plumber, Water Plumber"
334112,Airconditioning And Mechanical,3,Yes,No,No,No,TRA,,"Regional Australia employment required | 482 - 10 - regional Australia, ROL",Ductfixing Plumber
334113,Drainer,3,Yes,No,No,No,TRA,,"Regional Australia employment required | 482 - 10 - regional Australia, ROL",Septic Tank Installer
334114,Gasfitter,3,Yes,No,No,No,TRA,,"Regional Australia employment required | 482 - 10 - regional Australia, ROL","Gas Main and Line Fitter, Liquefied Petroleum Gasfitter"
334115,Roof Plumber,3,Yes,No,No,No,TRA,,"Regional Australia employment required | 482 - 10 - regional Australia, ROL",Industrial Roof Plumber
341111,Electrician (General),3,Yes,No,No,No,TRA,,"Regional Australia employment required | 482 - 10 - regional Australia, ROL","Electrical Fitter, Armature Winder, Electrical Contractor, Heavy Coil Winder, Railway Signal Electrician"
341112,Electrician (Special Class),3,Yes,No,No,No,TRA,,"Regional Australia employment required | 482 - 10 - regional Australia, ROL",
341113,Lift Mechanic,3,Yes,No,No,No,TRA,,"Regional Australia employment required | 482 - 10 - regional Australia, ROL",Lift Electrician
342111,Airconditioning And Refrigeration,3,Yes,No,No,No,TRA,,"Regional Australia employment required | 482 - 10 - regional Australia, ROL",
342212,Technical Cable Jointer,3,Yes,No,No,No,TRA,,"Regional Australia employment required | 482 - 10 - regional Australia, ROL",
342313,Electronic Equipment Trades Worker,3,Yes,No,No,No,TRA,,"Regional Australia employment required | 482 - 10 - regional Australia, ROL","Audiovisual Technician, Fire Alarm Technician, Home Theatre Technician, Security Technician, Video Technician"
342314,Electronic Instrument Trades Worker,3,Yes,No,No,No,TRA (general),,"Regional Australia employment required | 482 - 10 - regional Australia, ROL","Instrument and Control Service Person, Communication Electronic Technician (Air Force), Electronic Technician (Navy)"
342315,Electronic Instrument Trades Worker,3,Yes,No,No,No,TRA (special class),,"Regional Australia employment required | 482 - 10 - regional Australia, ROL",Industrial Measurement and Control Technician
351311,Chef,3,Yes,No,No,No,TRA,,"Regional Australia employment required | 482 - 10 - regional Australia, ROL","Chef de Partie, Commis Chef, Demi Chef, Second Chef, Sous Chef"
361112,Horse Trainer,3,Yes,No,No,No,TRA,,"Regional Australia employment required | 482 - 10 - regional Australia, ROL",Horse Breaker
394111,Cabinetmaker,3,Yes,No,No,No,TRA,,"Regional Australia employment required | 482 - 10 - regional Australia, ROL","Antique Furniture Reproducer, Antique Furniture Restorer, Chair and Couch Maker, Coffin Maker"
399111,Boat Builder And Repairer,3,Yes,No,No,No,TRA,,"Regional Australia employment required | 482 - 10 - regional Australia, ROL","Composite Boat Builder, Rigger (Boat), Sparmaker, Wooden Boat Builder, Yacht Builder"
399112,Shipwright,3,Yes,No,No,No,TRA,,"Regional Australia employment required | 482 - 10 - regional Australia, ROL","Loftsman/woman (Marine), Ship's Carpenter"
452316,Tennis Coach,3,Yes,No,No,No,VETASSESS,,"Regional Australia employment required | 482 - 10 - regional Australia, ROL",
452411,Footballer,3,Yes,No,No,No,"VETASSESS Note 1: Column 2 is included for information only. Note 2: For the meaning of the expressions in column 3, see section 11.",,"Regional Australia employment required | 482 - 10 - regional Australia, ROL","Australian Rules Footballer, Rugby League Footballer, Rugby Union Footballer, Soccer Player"
