anzsco_code,occupation_title,skill_level,mltssl,stsol,rol,csol,assessing_authority,validity_years,additional_info,alternate_titles
224212,Gallery Or Museum Curator,1,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
224213,Health Information Manager,1,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
224214,Records Manager,1,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
224611,Librarian,1,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
224712,Organisation And Methods Analyst,1,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
224914,Patents Examiner,1,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
224999,Information And Organisation,1,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
225111,Advertising Specialist,1,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
225113,Marketing Specialist,1,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
225211,ICT account manager,1,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
225212,ICT business development manager,1,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
225213,ICT sales representative,1,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
225311,Public Relations Professional,1,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
225499,Technical Sales Representatives (Nec),1,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
232311,Fashion Designer,1,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
232312,Industrial Designer,1,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
232313,Jewellery Designer,1,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
232411,Graphic Designer,1,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
232412,Illustrator,1,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
232414,Web Designer,1,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
232511,Interior Designer,1,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
232611,Urban And Regional Planner,1,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
234411,Geologist,1,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
241213,Primary School Teacher,1,No,Yes,No,No,AITSL,,"Applicable visas: 190, 491",
241311,middle school teacher (Aus),1,No,Yes,No,No,AITSL,,"Applicable visas: 190, 491",
249111,Education Adviser,1,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
249211,Art Teacher (Private Tuition),1,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
249212,Dance Teacher (Private Tuition),1,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
249214,Music Teacher (Private Tuition),1,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
249299,Private Tutors And Teachers (Nec),1,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
249311,teacher of English to speakers of,1,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
251111,Dietitian,1,No,Yes,No,No,DAA,,"Applicable visas: 190, 491",
251112,Nutritionist,1,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
251312,Occupational Health And Safety,1,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
251412,Orthoptist,1,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
251511,Hospital Pharmacist,1,No,Yes,No,No,APharmC,,"Applicable visas: 190, 491",
251512,Industrial Pharmacist,1,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
251513,Retail Pharmacist,1,No,Yes,No,No,APharmC,,"Applicable visas: 190, 491",
251911,Health Promotion Officer,1,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
251999,Health Diagnostic And Promotion,1,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
252211,Acupuncturist,1,No,Yes,No,No,Chinese Medicine Board of Australia,,"Applicable visas: 190, 491",
252213,Naturopath,1,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
252214,traditional Chinese medicine,1,No,Yes,No,No,Chinese Medicine Board of Australia,,"Applicable visas: 190, 491",
252299,Complementary Health Therapists,1,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
252311,Dental Specialist,1,No,Yes,No,No,ADC,,"Applicable visas: 190, 491",
253112,Resident Medical Officer,1,No,Yes,No,No,MedBA,,"Applicable visas: 190, 491",
254211,Nurse Educator,1,No,Yes,No,No,ANMAC,,"Applicable visas: 190, 491",
254212,Nurse Researcher,1,No,Yes,No,No,ANMAC,,"Applicable visas: 190, 491",
254311,Nurse Manager,1,No,Yes,No,No,ANMAC,,"Applicable visas: 190, 491",
261212,Web Developer,1,No,Yes,No,No,ACS,,"Applicable visas: 190, 491",
261314,Software Tester,1,No,Yes,No,No,ACS,,"Applicable visas: 190, 491",
262111,Database Administrator,1,No,Yes,No,No,ACS,,"Applicable visas: 190, 491",
262113,Systems Administrator,1,No,Yes,No,No,ACS,,"Applicable visas: 190, 491",
263112,Network Administrator,1,No,Yes,No,No,ACS,,"Applicable visas: 190, 491",
263113,Network Analyst,1,No,Yes,No,No,ACS,,"Applicable visas: 190, 491",
263211,ICT quality assurance engineer,1,No,Yes,No,No,ACS,,"Applicable visas: 190, 491",
263212,ICT support engineer,1,No,Yes,No,No,ACS,,"Applicable visas: 190, 491",
263213,ICT systems test engineer,1,No,Yes,No,No,ACS,,"Applicable visas: 190, 491",
263299,ICT support and test engineers (nec),1,No,Yes,No,No,ACS,,"Applicable visas: 190, 491",
271299,Judicial And Other Legal Professionals,1,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
272111,Careers Counsellor,1,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
272112,Drug And Alcohol Counsellor,1,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
272113,Family And Marriage Counsellor,1,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
272114,Rehabilitation Counsellor,1,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
272115,Student Counsellor,1,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
272199,Counsellors (Nec),1,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
272314,Psychotherapist,1,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
272412,Interpreter,1,No,Yes,No,No,NAATI,,"Applicable visas: 190, 491",
272499,Social Professionals (Nec),1,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
272612,Recreation Officer,1,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
272613,Welfare Worker,1,No,Yes,No,No,ACWA,,"Applicable visas: 190, 491",
311211,Anaesthetic Technician,2,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
311212,Cardiac Technician,2,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
311213,Medical Laboratory Technician,2,No,Yes,No,No,AIMS,,"Applicable visas: 190, 491",
311215,Pharmacy Technician,2,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
311299,Medical Technicians (Nec),2,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
311312,Meat Inspector,2,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
311399,Primary Products Inspectors (Nec),2,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
311411,Chemistry Technician,2,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
311412,Earth Science Technician,2,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
311413,Life Science Technician,2,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
311499,Science Technicians (Nec),2,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
312111,Architectural Draftsperson,2,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
312113,Building Inspector,2,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
312199,"Architectural, Building And Surveying",2,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
312512,Mechanical Engineering Technician,2,No,Yes,No,No,TRA,,"Applicable visas: 190, 491",
312912,Metallurgical Or Materials Technician,2,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
312913,Mine Deputy,2,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
313111,Hardware Technician,2,No,Yes,No,No,TRA,,"Applicable visas: 190, 491",
313112,ICT customer support officer,2,No,Yes,No,No,TRA,,"Applicable visas: 190, 491",
313113,Web Administrator,2,No,Yes,No,No,ACS,,"Applicable visas: 190, 491",
313199,ICT support technicians (nec),2,No,Yes,No,No,TRA,,"Applicable visas: 190, 491",
322113,Farrier,3,No,Yes,No,No,TRA,,"Applicable visas: 190, 491",
323111,Aircraft Maintenance Engineer,3,No,Yes,No,No,TRA,,"Applicable visas: 190, 491",
323112,Aircraft Maintenance Engineer,3,No,Yes,No,No,TRA,,"Applicable visas: 190, 491",
323113,Aircraft Maintenance Engineer,3,No,Yes,No,No,TRA,,"Applicable visas: 190, 491",
323299,Metal Fitters And Machinists (Nec),3,No,Yes,No,No,TRA,,"Applicable visas: 190, 491",
323314,Precision Instrument Maker And,3,No,Yes,No,No,TRA,,"Applicable visas: 190, 491",
323412,Toolmaker,3,No,Yes,No,No,TRA,,"Applicable visas: 190, 491",
324211,Vehicle Body Builder,3,No,Yes,No,No,TRA,,"Applicable visas: 190, 491",
324212,Vehicle Trimmer,3,No,Yes,No,No,TRA,,"Applicable visas: 190, 491",
333311,Roof Tiler,3,No,Yes,No,No,TRA,,"Applicable visas: 190, 491",
342311,Business Machine Mechanic,3,No,Yes,No,No,TRA,,"Applicable visas: 190, 491",
342411,Cabler (Data And Telecommunications),3,No,Yes,No,No,TRA,,"Applicable visas: 190, 491",
342413,Telecommunications Linesworker,3,No,Yes,No,No,TRA,,"Applicable visas: 190, 491",
351111,Baker,3,No,Yes,No,No,TRA,,"Applicable visas: 190, 491",
351112,Pastrycook,3,No,Yes,No,No,TRA,,"Applicable visas: 190, 491",
351211,Butcher Or Smallgoods Maker,3,No,Yes,No,No,TRA,,"Applicable visas: 190, 491",
351411,Cook,3,No,Yes,No,No,TRA,,"Applicable visas: 190, 491",
361111,Dog Handler Or Trainer,3,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
361199,Animal Attendants And Trainers (Nec),3,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
361311,Veterinary Nurse,3,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
362111,Florist,3,No,Yes,No,No,TRA,,"Applicable visas: 190, 491",
362211,Gardener (General),3,No,Yes,No,No,TRA,,"Applicable visas: 190, 491",
362212,Arborist,3,No,Yes,No,No,TRA,,"Applicable visas: 190, 491",
362213,Landscape Gardener,3,No,Yes,No,No,TRA,,"Applicable visas: 190, 491",
362311,Greenkeeper,3,No,Yes,No,No,TRA,,"Applicable visas: 190, 491",
391111,Hairdresser,3,No,Yes,No,No,TRA,,"Applicable visas: 190, 491",
392111,Print Finisher,3,No,Yes,No,No,TRA,,"Applicable visas: 190, 491",
392311,Printing Machinist,3,No,Yes,No,No,TRA,,"Applicable visas: 190, 491",
393213,Dressmaker Or Tailor,3,No,Yes,No,No,TRA,,"Applicable visas: 190, 491",
393311,Upholsterer,3,No,Yes,No,No,TRA,,"Applicable visas: 190, 491",
394211,Furniture Finisher,3,No,Yes,No,No,TRA,,"Applicable visas: 190, 491",
394213,Wood Machinist,3,No,Yes,No,No,TRA,,"Applicable visas: 190, 491",
394299,Wood Machinists And Other Wood,3,No,Yes,No,No,TRA,,"Applicable visas: 190, 491",
399213,Power Generation Plant Operator,3,No,Yes,No,No,TRA,,"Applicable visas: 190, 491",
399411,Jeweller,3,No,Yes,No,No,TRA,,"Applicable visas: 190, 491",
399512,"Camera Operator (Film, Television Or",3,No,Yes,No,No,TRA,,"Applicable visas: 190, 491",
399514,Make Up Artist,3,No,Yes,No,No,TRA,,"Applicable visas: 190, 491",
399516,Sound Technician,3,No,Yes,No,No,TRA,,"Applicable visas: 190, 491",
399599,Performing Arts Technicians (Nec),3,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
399611,Signwriter,3,No,Yes,No,No,TRA,,"Applicable visas: 190, 491",
411111,Ambulance Officer,2,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
411112,Intensive Care Ambulance Paramedic,2,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
411213,Dental Technician,2,No,Yes,No,No,TRA,,"Applicable visas: 190, 491",
411311,Diversional Therapist,2,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
411411,Enrolled Nurse,2,No,Yes,No,No,ANMAC,,"Applicable visas: 190, 491",
411611,Massage Therapist,2,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
411711,Community Worker,2,No,Yes,No,No,ACWA,,"Applicable visas: 190, 491",
411712,Disabilities Services Officer,2,No,Yes,No,No,ACWA,,"Applicable visas: 190, 491",
411713,Family Support Worker,2,No,Yes,No,No,ACWA,,"Applicable visas: 190, 491",
411715,Residential Care Officer,2,No,Yes,No,No,ACWA,,"Applicable visas: 190, 491",
411716,Youth Worker,2,No,Yes,No,No,ACWA,,"Applicable visas: 190, 491",
452311,Diving Instructor (Open Water),3,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
452312,Gymnastics Coach Or Instructor,3,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
452313,Horse Riding Coach Or Instructor,3,No,Yes,No,No,VETASSESS,,"Applicable visas: 190, 491",
